FRN,471 Application Number,BEN,Billed Entity Name,Applicant Type,Applicant Street Address 1,Applicant City,Applicant State,Applicant Zip Code,State LEA Code,State School Code,Fund Year,FRN Committed Amount
1999000179,191000166,143537,LA CANADA UNIF SCHOOL DISTRICT,School District,4490 CORNISHON AVENUE,LA CANADA,CA,"	91011",,,2019,"$24,480.00 "
1999000185,191000166,143537,LA CANADA UNIF SCHOOL DISTRICT,School District,4490 CORNISHON AVENUE,LA CANADA,CA,"	91011",,,2019,"$18,240.00 "
1999000209,191000203,144260,LINCOLN ELEMENTARY SCHOOL DIST,School District,1300 HICKS VALLEY RD,PETALUMA,CA,"	94952",,21 65375 6024392,2019,$784.14 
1999000219,191000231,143932,STONE CORRAL ELEM SCH DISTRICT,School District,15590 AVENUE 383,VISALIA,CA,"	93292",,,2019,"$15,490.98 "
1999000250,191000231,143932,STONE CORRAL ELEM SCH DISTRICT,School District,15590 AVENUE 383,VISALIA,CA,"	93292",,,2019,"$10,800.00 "
1999000306,191000343,16082222,NEW DESIGNS CHARTER SCHOOLS,School District,2303 FIGUEROA WAY,LOS ANGELES,CA,"	90007",,,2019,"$57,571.20 "
1999000309,191000334,143834,VISTA DEL MAR UN ELEM SCH DIST,School District,9467 SAN JULIAN RD,GAVIOTA,CA,"	93117",269344,4269344,2019,"$9,114.00 "
1999000387,191000416,143628,BONSALL UNIFIED SCHOOL DISTRICT,School District,31505 OLD RIVER RD,BONSALL,CA,"	92003",37-76851,0,2019,"$37,766.02 "
1999000406,191000424,144240,DIXIE ELEMENTARY SCHOOL DIST,School District,380 NOVA ALBION WAY,SAN RAFAEL,CA,"	94903",,,2019,"$26,379.12 "
1999000508,191000569,144246,REED UNION ELEM SCH DISTRICT,School District,277 A KAREN WAY,TIBURON,CA,"	94920",,,2019,"$27,306.14 "
1999000575,191000633,144265,ROSS VALLEY ELEM SCHOOL DIST,School District,110 SHAW DRIVE,SAN ANSELMO,CA,"	94960",,,2019,"$22,705.73 "
1999000640,191000695,144261,LAGUNA JOINT ELEM SCH DISTRICT,School District,3286 CHILENO VALLEY RD,PETALUMA,CA,"	94952",,2.16534E+12,2019,"$13,770.72 "
1999000649,191000698,144494,WINDSOR UNIF SCHOOL DISTRICT,School District,9291 OLD REDWOOD HWY BLDG 300,WINDSOR,CA,"	95492",4975358,,2019,"$4,896.00 "
1999000686,191000726,16078777,VAUGHN NEXT CENTURY LEARNING CENTER,School District,13330 VAUGHN ST,SAN FERNANDO,CA,"	91340",,,2019,"$31,823.82 "
1999000763,191000822,144176,CALISTOGA JT UNIF SCHOOL DIST,School District,1520 LAKE STREET,CALISTOGA,CA,"	94515",,,2019,"$40,032.00 "
1999000769,191000822,144176,CALISTOGA JT UNIF SCHOOL DIST,School District,1520 LAKE STREET,CALISTOGA,CA,"	94515",,,2019,"$17,760.00 "
1999000776,191000822,144176,CALISTOGA JT UNIF SCHOOL DIST,School District,1520 LAKE STREET,CALISTOGA,CA,"	94515",,,2019,"$2,070.91 "
1999000777,191000817,143712,APPLE VALLEY UNIF SCHOOL DIST,School District,12555 NAVAJO ROAD,APPLE VALLEY,CA,"	92308",,3.67508E+13,2019,"$236,489.22 "
1999000784,191000817,143712,APPLE VALLEY UNIF SCHOOL DIST,School District,12555 NAVAJO ROAD,APPLE VALLEY,CA,"	92308",,3.67508E+13,2019,"$76,307.18 "
1999000795,191000852,143536,DUARTE UNIFIED SCHOOL DISTRICT,School District,1620 HUNTINGTON DR,DUARTE,CA,"	91010",,,2019,"$32,902.85 "
1999000808,191000839,143781,FOUNTAIN VALLEY ELEM SCH DIST,School District,10055 Slater Ave,FOUNTAIN VLY,CA,"	92708",,,2019,"$138,510.36 "
1999000832,191000893,103550,SOUTHLANDS CHRISTIAN SCHOOLS,School District,18550 FARJARDO STREET,ROWLANDS HEIGHTS,CA,"	91748",0,0,2019,"$8,728.50 "
1999000848,191000852,143536,DUARTE UNIFIED SCHOOL DISTRICT,School District,1620 HUNTINGTON DR,DUARTE,CA,"	91010",,,2019,"$170,851.10 "
1999000857,191000864,143501,WHITTIER CITY SCHOOL DISTRICT,School District,7211  SOUTH WHITTIER AVE,WHITTIER,CA,"	90602",,,2019,"$61,650.00 "
1999000865,191000919,143670,CORONADO UNIFIED SCHOOL DIST,School District,201 6TH STREET,CORONADO,CA,"	92118",,,2019,"$17,699.90 "
1999000867,191000864,143501,WHITTIER CITY SCHOOL DISTRICT,School District,7211  SOUTH WHITTIER AVE,WHITTIER,CA,"	90602",,,2019,"$267,336.72 "
1999000873,191000928,143708,MORONGO UNIF SCHOOL DISTRICT,School District,"PO BOX 1209, 5715 UTAH TRAIL",TWENTYNINE PALMS,CA,"	92277",,,2019,"$19,126.80 "
1999000882,191000928,143708,MORONGO UNIF SCHOOL DISTRICT,School District,"PO BOX 1209, 5715 UTAH TRAIL",TWENTYNINE PALMS,CA,"	92277",,,2019,"$349,296.41 "
1999000883,191000963,143975,SANTA MARIA BONITA SCHOOL DISTRICT,School District,708 S MILLER ST,SANTA MARIA,CA,"	93454",4269120,,2019,"$270,000.00 "
1999000886,191000928,143708,MORONGO UNIF SCHOOL DISTRICT,School District,"PO BOX 1209, 5715 UTAH TRAIL",TWENTYNINE PALMS,CA,"	92277",,,2019,"$77,600.16 "
1999000888,191000978,144532,SCOTIA UNION ELEM SCHOOL DIST,School District,417 CHURCH STREET,SCOTIA,CA,"	95565",,,2019,"$29,050.08 "
1999000894,191000982,144456,ROUND VALLEY UNIF SCH DISTRICT,School District,HOWARD AND HIGH STS,COVELO,CA,"	95428",,,2019,"$112,050.00 "
1999000925,191001070,144113,BRISBANE SCHOOL DISTRICT,School District,1 SOLANO ST,BRISBANE,CA,"	94005",,,2019,"$5,160.00 "
1999000930,191001070,144113,BRISBANE SCHOOL DISTRICT,School District,1 SOLANO ST,BRISBANE,CA,"	94005",,,2019,"$14,400.00 "
1999000948,191001088,143645,JULIAN UNION ELEM SCH DISTRICT,School District,1704 HIGHWAY 78,JULIAN,CA,"	92036",37-68163,0,2019,"$9,466.18 "
1999000949,191001086,143485,CENTINELA VALLEY UN H S DIST,School District,14901  S INGLEWOOD AVE,LAWNDALE,CA,"	90260",,,2019,"$57,580.20 "
1999000950,191001086,143485,CENTINELA VALLEY UN H S DIST,School District,14901  S INGLEWOOD AVE,LAWNDALE,CA,"	90260",,,2019,"$113,130.97 "
1999001302,191001500,143753,MURRIETA VALLEY UNIFIED SCHOOL DISTRICT,School District,41870 MCALBY COURT,MURRIETA,CA,"	92562",,,2019,"$127,527.34 "
1999001322,191001514,17000153,INSTITUTE FOR THE REDESIGN OF LEARNING,School District,625 FAIR OAKS AVE,SOUTH PASADENA,CA,"	91030",,,2019,"$112,980.00 "
1999001379,191001565,143657,SOLANA BEACH SCHOOL DISTRICT,School District,309 N RIOS AVE,SOLANA BEACH,CA,"	92075",37-68387,0,2019,"$40,948.13 "
1999001405,191001584,143627,MOUNTAIN EMPIRE UNIF DISTRICT,School District,3291 BUCKMAN SPRINGS RD,PINE VALLEY,CA,"	91962",37-68213,0,2019,"$138,720.77 "
1999001442,191001500,143753,MURRIETA VALLEY UNIFIED SCHOOL DISTRICT,School District,41870 MCALBY COURT,MURRIETA,CA,"	92562",,,2019,"$14,048.64 "
1999001456,191001619,16039685,NORTHCOAST CHILDRENS SERVICES,School District,1266 9TH STREET,ARCATA,CA,"	95521",,,2019,"$17,496.00 "
1999001464,191001619,16039685,NORTHCOAST CHILDRENS SERVICES,School District,1266 9TH STREET,ARCATA,CA,"	95521",,,2019,"$10,216.80 "
1999001475,191001619,16039685,NORTHCOAST CHILDRENS SERVICES,School District,1266 9TH STREET,ARCATA,CA,"	95521",,,2019,"$28,230.12 "
1999001480,191001468,143635,CAJON VALLEY UNION SCHOOL DISTRICT,School District,750 E MAIN ST,EL CAJON,CA,"	92020",,,2019,"$1,149,657.30 "
1999001482,191001619,16039685,NORTHCOAST CHILDRENS SERVICES,School District,1266 9TH STREET,ARCATA,CA,"	95521",,,2019,"$39,303.68 "
1999001505,191001672,144436,SANTA ROSA CITY SCHOOL DIST,School District,211 RIDGEWAY AVE,SANTA ROSA,CA,"	95401",,,2019,"$188,786.95 "
1999001507,191001672,144436,SANTA ROSA CITY SCHOOL DIST,School District,211 RIDGEWAY AVE,SANTA ROSA,CA,"	95401",,,2019,"$43,200.00 "
1999001516,191001672,144436,SANTA ROSA CITY SCHOOL DIST,School District,211 RIDGEWAY AVE,SANTA ROSA,CA,"	95401",,,2019,"$1,224.00 "
1999001529,191001694,143513,LA HABRA CITY ELEM SCHOOL DIST,School District,500 N WALNUT ST,LA HABRA,CA,"	90631",30,66563-0000000,2019,"$30,846.42 "
1999001533,191001500,143753,MURRIETA VALLEY UNIFIED SCHOOL DISTRICT,School District,41870 MCALBY COURT,MURRIETA,CA,"	92562",,,2019,"$30,121.42 "
1999001534,191001694,143513,LA HABRA CITY ELEM SCHOOL DIST,School District,500 N WALNUT ST,LA HABRA,CA,"	90631",30,66563-0000000,2019,"$159,785.14 "
1999001623,191001724,144529,MATTOLE UNIFIED SCHOOL DIST,School District,29289 CHAMBERS ROAD,PETROLIA,CA,"	95558",127538,,2019,"$55,440.00 "
1999001633,191001733,144650,PLEASANT RIDGE SCHOOL DISTRICT,School District,22580 KINGSTON LN,GRASS VALLEY,CA,"	95949",,,2019,"$36,234.91 "
1999001639,191001719,17018812,Northern United Charter Schools ,School District,2120 Campton Rd,Eureka,CA,"	95503",,,2019,"$11,041.92 "
1999001640,191001739,17017607,Lighthouse Community Public Schools (LCPS),School District,433 Hegenberger Road,Oakland,CA,"	94621",,,2019,"$17,280.00 "
1999001642,191001739,17017607,Lighthouse Community Public Schools (LCPS),School District,433 Hegenberger Road,Oakland,CA,"	94621",,,2019,"$6,615.32 "
1999001763,191001827,143465,COMPTON UNIFIED SCHOOL DIST,School District,501 SOUTH SANTE FE AVENUE,COMPTON,CA,"	90221",,,2019,"$668,331.65 "
1999001771,191001827,143465,COMPTON UNIFIED SCHOOL DIST,School District,501 SOUTH SANTE FE AVENUE,COMPTON,CA,"	90221",,,2019,"$16,919.93 "
1999001906,191001978,227195,SULPHUR SPRINGS UNION SCHOOL DIST,School District,27000 WEYERHAEUSER WAY,SANTA CLARITA,CA,"	91351",,,2019,"$43,076.93 "
1999001914,191001978,227195,SULPHUR SPRINGS UNION SCHOOL DIST,School District,27000 WEYERHAEUSER WAY,SANTA CLARITA,CA,"	91351",,,2019,"$130,908.96 "
1999002075,191002163,143961,COAST UNIFIED SCHOOL DISTRICT,School District,1350 MAIN STREET,CAMBRIA,CA,"	93428",,,2019,"$73,835.52 "
1999002082,191002163,143961,COAST UNIFIED SCHOOL DISTRICT,School District,1350 MAIN STREET,CAMBRIA,CA,"	93428",,,2019,"$3,200.00 "
1999002096,191002182,144364,DELHI UNIFIED SCHOOL DISTRICT,School District,9716 HINTON AVE,DELHI,CA,"	95315",,,2019,"$179,971.20 "
1999002098,191002184,144364,DELHI UNIFIED SCHOOL DISTRICT,School District,9716 HINTON AVE,DELHI,CA,"	95315",,,2019,"$21,085.06 "
1999002139,191002216,144418,BELLEVIEW ELEM SCHOOL DISTRICT,School District,22736 KUIEN MILL RD.,SONORA,CA,"	95370",,,2019,"$2,403.74 "
1999002140,191002216,144418,BELLEVIEW ELEM SCHOOL DISTRICT,School District,22736 KUIEN MILL RD.,SONORA,CA,"	95370",,,2019,"$17,107.20 "
1999002142,191000315,16072596,ALPHA PUBLIC SCHOOLS,School District,1601 CUNNINGHAM AVE,SAN JOSE,CA,"	95122",,,2019,"$22,416.70 "
1999002148,191000316,16065175,Aspen Public Schools ,School District,4221 NORTH HUGHES,FRESNO,CA,"	93705",,,2019,"$4,698.00 "
1999002154,191000356,16080781,City Charter Schools,School District,5753 Rodeo Rd.,Los Angeles,CA,"	90016",,,2019,"$17,796.74 "
1999002156,191000356,16080781,City Charter Schools,School District,5753 Rodeo Rd.,Los Angeles,CA,"	90016",,,2019,"$8,280.00 "
1999002218,191000367,17011754,GRIMMWAY SCHOOLS,School District,"5080 California Avenue, Suite 100",Bakersfield,CA,"	93309",,,2019,"$51,045.34 "
1999002221,191000367,17011754,GRIMMWAY SCHOOLS,School District,"5080 California Avenue, Suite 100",Bakersfield,CA,"	93309",,,2019,"$33,988.25 "
1999002233,191000383,143484,HERMOSA BEACH CITY SCHOOL DISTRICT,School District,425 VALLEY DR,HERMOSA BEACH,CA,"	90254",,,2019,"$4,800.00 "
1999002240,191000383,143484,HERMOSA BEACH CITY SCHOOL DISTRICT,School District,425 VALLEY DR,HERMOSA BEACH,CA,"	90254",,,2019,"$2,600.00 "
1999002242,191000383,143484,HERMOSA BEACH CITY SCHOOL DISTRICT,School District,425 VALLEY DR,HERMOSA BEACH,CA,"	90254",,,2019,$0.00 
1999002259,191000508,144119,JEFFERSON UNION HIGH SCH DISTRICT,School District,699 SERRAMONTE BLVD # 100,DALY CITY,CA,"	94015",,,2019,"$46,684.80 "
1999002282,191002334,144416,SONORA ELEMENTARY SCHOOL DIST,School District,830 GREENLEY RD,SONORA,CA,"	95370",55-72371,0,2019,"$9,006.91 "
1999002283,191002334,144416,SONORA ELEMENTARY SCHOOL DIST,School District,830 GREENLEY RD,SONORA,CA,"	95370",55-72371,0,2019,"$15,141.89 "
1999002285,191002336,143639,ESCONDIDO UNION HIGH SCH DIST,School District,302 N MIDWAY DR,ESCONDIDO,CA,"	92027",37-68106,0,2019,"$2,780.93 "
1999002286,191002336,143639,ESCONDIDO UNION HIGH SCH DIST,School District,302 N MIDWAY DR,ESCONDIDO,CA,"	92027",37-68106,0,2019,"$95,062.27 "
1999002381,191002427,144628,BANGOR UNION ELEM SCH DISTRICT,School District,7549 ORO-BANGOR HIGHWAY,BANGOR,CA,"	95914",61382,61382,2019,"$28,960.42 "
1999002387,191002431,144630,BIGGS UNIF SCHOOL DISTRICT,School District,300 B ST,BIGGS,CA,"	95917",4,461408,2019,"$17,552.26 "
1999002388,191002431,144630,BIGGS UNIF SCHOOL DISTRICT,School District,300 B ST,BIGGS,CA,"	95917",4,461408,2019,"$10,410.34 "
1999002392,191002435,144638,DURHAM UNIFIED SCHOOL DISTRICT,School District,9420 PUTNEY DR,DURHAM,CA,"	95938",61432,4,2019,$0.00 
1999002750,191002181,16040021,ENVISION SCHOOLS-CONSORTIUM,School District,111 MYRTLE ST SUITE 203,OAKLAND,CA,"	94607",,,2019,"$121,862.40 "
1999002887,191002884,144640,FEATHER FALLS UN SCHOOL DIST,School District,2651 LUMPKIN ROAD,OROVILLE,CA,"	95966",61440,6003123,2019,$0.00 
1999002921,191002910,143648,OCEANSIDE CITY UNIF SCH DIST,School District,2111 MISSION AVE,OCEANSIDE,CA,"	92058",37-73569,0,2019,"$201,774.82 "
1999002924,191002910,143648,OCEANSIDE CITY UNIF SCH DIST,School District,2111 MISSION AVE,OCEANSIDE,CA,"	92058",37-73569,0,2019,"$52,042.75 "
1999002950,191002929,143586,EL MONTE UNION HIGH SCH DIST,School District,3537 JOHNSON AVE,EL MONTE,CA,"	91731",,,2019,"$116,728.02 "
1999002958,191002181,16040021,ENVISION SCHOOLS-CONSORTIUM,School District,111 MYRTLE ST SUITE 203,OAKLAND,CA,"	94607",,,2019,"$124,476.00 "
1999003001,191002965,144423,LAMMERSVILLE UNIFIED SCHOOL DIST,School District,111 S. DE ANZA BOULEVARD,MOUNTAIN HOUSE,CA,"	95391",,,2019,"$40,450.00 "
1999003005,191002965,144423,LAMMERSVILLE UNIFIED SCHOOL DIST,School District,111 S. DE ANZA BOULEVARD,MOUNTAIN HOUSE,CA,"	95391",,,2019,"$141,497.52 "
1999003022,191002929,143586,EL MONTE UNION HIGH SCH DIST,School District,3537 JOHNSON AVE,EL MONTE,CA,"	91731",,,2019,"$26,503.20 "
1999003025,191002929,143586,EL MONTE UNION HIGH SCH DIST,School District,3537 JOHNSON AVE,EL MONTE,CA,"	91731",,,2019,"$196,594.56 "
1999003026,191002989,144425,JEFFERSON ELEM SCHOOL DISTRICT,School District,1219 WHISPERING WIND DRIVE,TRACY,CA,"	95377",,,2019,"$23,400.00 "
1999003028,191002989,144425,JEFFERSON ELEM SCHOOL DISTRICT,School District,1219 WHISPERING WIND DRIVE,TRACY,CA,"	95377",,,2019,"$40,938.30 "
1999003038,191002997,144370,GUSTINE UNIFIED SCHOOL DIST,School District,1500 MEREDITH AVE,GUSTINE,CA,"	95322",,,2019,"$53,104.68 "
1999003063,191002461,144199,ACALANES UNION HS DIST,School District,1212 PLEASANT HILL RD,LAFAYETTE,CA,"	94549",761630,0,2019,"$3,800.00 "
1999003064,191002461,144199,ACALANES UNION HS DIST,School District,1212 PLEASANT HILL RD,LAFAYETTE,CA,"	94549",761630,0,2019,"$48,704.64 "
1999003110,191003051,144067,WEST PARK ELEM SCHOOL DISTRICT,School District,2695 S VALENTINE AVE,FRESNO,CA,"	93706",,,2019,"$29,524.07 "
1999003112,191003051,144067,WEST PARK ELEM SCHOOL DISTRICT,School District,2695 S VALENTINE AVE,FRESNO,CA,"	93706",,,2019,"$30,888.00 "
1999003144,191003081,143795,ORANGE UNIFIED SCHOOL DISTRICT,School District,1401 N HANDY ST,ORANGE,CA,"	92867",,,2019,"$877,406.40 "
1999003178,191003081,143795,ORANGE UNIFIED SCHOOL DISTRICT,School District,1401 N HANDY ST,ORANGE,CA,"	92867",,,2019,"$70,375.54 "
1999003240,191003163,144558,AMADOR COUNTY UNIF SCHOOL DIST,School District,217 REX AVE,JACKSON,CA,"	95642",,,2019,"$115,599.62 "
1999003267,191003163,144558,AMADOR COUNTY UNIF SCHOOL DIST,School District,217 REX AVE,JACKSON,CA,"	95642",,,2019,"$21,011.59 "
1999003280,191003191,144381,MANTECA UNIFIED SCHOOL DISTRICT,School District,"PO BOX 32, 2271 WEST LOUISE AVENUE",MANTECA,CA,"	95336",,,2019,"$38,380.80 "
1999003284,191003191,144381,MANTECA UNIFIED SCHOOL DISTRICT,School District,"PO BOX 32, 2271 WEST LOUISE AVENUE",MANTECA,CA,"	95336",,,2019,"$315,897.60 "
1999003350,191003232,144039,CLAY JOINT ELEM SCHOOL DIST,School District,12449 S SMITH AVE,KINGSBURG,CA,"	93631",,1062109-6005839,2019,"$9,000.00 "
1999003355,191003244,144363,COLUMBIA UNION ELEM SCH DIST,School District,22540 PARROTTS FERRY RD,COLUMBIA,CA,"	95310",,,2019,"$16,620.29 "
1999003358,191003244,144363,COLUMBIA UNION ELEM SCH DIST,School District,22540 PARROTTS FERRY RD,COLUMBIA,CA,"	95310",,,2019,"$7,653.98 "
1999003409,191003294,144428,SUMMERVILLE ELEM SCHOOL DIST,School District,18451 CARTER ST,TUOLUMNE,CA,"	95379",55-72405,0,2019,"$25,230.07 "
1999003415,191003294,144428,SUMMERVILLE ELEM SCHOOL DIST,School District,18451 CARTER ST,TUOLUMNE,CA,"	95379",55-72405,0,2019,"$5,698.98 "
1999003469,191003342,143522,BELLFLOWER UNIF SCH DISTRICT,School District,16703SO CLARK AVE,BELLFLOWER,CA,"	90706",,,2019,"$213,261.60 "
1999003472,191003331,143711,ADELANTO ELEMENTARY SCHOOL DISTRICT,School District,"11824 AIR EXPRESSWAY, P. O. BOX 70",ADELANTO,CA,"	92301",,,2019,"$109,881.90 "
1999003489,191003342,143522,BELLFLOWER UNIF SCH DISTRICT,School District,16703SO CLARK AVE,BELLFLOWER,CA,"	90706",,,2019,"$52,973.57 "
1999003498,191003331,143711,ADELANTO ELEMENTARY SCHOOL DISTRICT,School District,"11824 AIR EXPRESSWAY, P. O. BOX 70",ADELANTO,CA,"	92301",,,2019,"$388,172.09 "
1999003529,191003393,144031,DOS PALOS ORO LOMA JT UNIF S D,School District,2041 ALMOND ST,DOS PALOS,CA,"	93620",,,2019,"$41,040.00 "
1999003539,191003404,143644,VALLECITOS ELEM SCHOOL DIST,School District,5211 5TH ST,FALLBROOK,CA,"	92028",,,2019,"$25,362.61 "
1999003611,191003464,143988,ACTON-AGUA DULCE UN SCH DIST,School District,32248 N CROWN VALLEY RD,ACTON,CA,"	93510",,,2019,"$92,676.19 "
1999003616,191003478,16020174,DISCOVERY CHARTER PREPARATORY SCHOOL,School District,13570 Eldridge Ave,Sylmar,CA,"	91342",,1.96473E+13,2019,"$30,879.94 "
1999003641,191003495,143535,ARCADIA UNIFIED SCHOOL DIST,School District,150 S. 3RD.,ARCADIA,CA,"	91006",,,2019,"$83,384.34 "
1999003645,191003495,143535,ARCADIA UNIFIED SCHOOL DIST,School District,150 S. 3RD.,ARCADIA,CA,"	91006",,,2019,"$102,873.78 "
1999003650,191003497,143809,FILLMORE UNIFIED SCHOOL DIST,School District,627 SESPE AVE,FILLMORE,CA,"	93015",56-72454,,2019,"$137,095.20 "
1999003660,191003497,143809,FILLMORE UNIFIED SCHOOL DIST,School District,627 SESPE AVE,FILLMORE,CA,"	93015",56-72454,,2019,"$76,950.00 "
1999003662,191003505,143600,ONTARIO-MONTCLAIR SCHOOL DISTRICT,School District,950 W D ST,ONTARIO,CA,"	91762",,,2019,"$641,605.54 "
1999003664,191003505,143600,ONTARIO-MONTCLAIR SCHOOL DISTRICT,School District,950 W D ST,ONTARIO,CA,"	91762",,,2019,"$20,564.28 "
1999003667,191003505,143600,ONTARIO-MONTCLAIR SCHOOL DISTRICT,School District,950 W D ST,ONTARIO,CA,"	91762",,,2019,"$32,902.74 "
1999003904,191003680,143784,ANAHEIM UNION HIGH SCHOOL DIST,School District,501 N CRESCENT WAY,ANAHEIM,CA,"	92803",,,2019,"$460,639.87 "
1999003928,191003680,143784,ANAHEIM UNION HIGH SCHOOL DIST,School District,501 N CRESCENT WAY,ANAHEIM,CA,"	92803",,,2019,"$38,995.97 "
1999004003,191003748,144148,SUNNYVALE ELEMENTARY SCHOOL DISTRICT,School District,819 W IOWA,SUNNYVALE,CA,"	94086",,,2019,"$104,680.30 "
1999004063,191003804,143659,VISTA UNIFIED SCHOOL DISTRICT,School District,1234 ARCADIA AVE,VISTA,CA,"	92084",,,2019,"$47,160.77 "
1999004079,191003804,143659,VISTA UNIFIED SCHOOL DISTRICT,School District,1234 ARCADIA AVE,VISTA,CA,"	92084",,,2019,"$30,588.77 "
1999004092,191003804,143659,VISTA UNIFIED SCHOOL DISTRICT,School District,1234 ARCADIA AVE,VISTA,CA,"	92084",,,2019,"$154,326.72 "
1999004112,191003839,143745,ALVORD UNIFIED SCHOOL DISTRICT,School District,9 KPC Parkway,Corona,CA,"	92879",,,2019,"$457,212.49 "
1999004127,191003839,143745,ALVORD UNIFIED SCHOOL DISTRICT,School District,9 KPC Parkway,Corona,CA,"	92879",,,2019,"$20,564.28 "
1999004294,191004011,144241,SAN RAFAEL CITY SCHOOL DIST,School District,310 NOVA ALBION WAY,SAN RAFAEL,CA,"	94903",,,2019,"$54,720.00 "
1999004296,191004011,144241,SAN RAFAEL CITY SCHOOL DIST,School District,310 NOVA ALBION WAY,SAN RAFAEL,CA,"	94903",,,2019,"$106,813.73 "
1999004298,191004014,16040699,"CHILD START, INC.",School District,439 DEVLIN ROAD,NAPA,CA,"	94558",,,2019,"$15,671.34 "
1999004299,191004014,16040699,"CHILD START, INC.",School District,439 DEVLIN ROAD,NAPA,CA,"	94558",,,2019,"$58,621.32 "
1999004434,191004107,16063535,EXCELSIOR CHARTER SCHOOL,School District,15505 CIVIC DRIVE,VICTORVILLE,CA,"	92392",,,2019,"$73,604.93 "
1999004458,191004107,16063535,EXCELSIOR CHARTER SCHOOL,School District,15505 CIVIC DRIVE,VICTORVILLE,CA,"	92392",,,2019,"$85,498.75 "
1999004461,191004131,17003835,The Palmdale Aerospace Academy,School District,3300 East Palmdale Blvd.,Palmdale,CA,"	93550",,,2019,"$37,015.70 "
1999004476,191004168,144597,CAMINO UNION SCHOOL DIST,School District,3060 SNOWS RD,CAMINO,CA,"	95709",,,2019,"$11,670.34 "
1999004483,191004173,143682,PALO VERDE UNIF SCHOOL DIST,School District,295 N 1ST STREET,BLYTHE,CA,"	92225",,,2019,"$26,048.09 "
1999004485,191004176,144584,LATROBE ELEMENTARY SCHOOL DIST,School District,7900 S SHINGLE RD,SHINGLE SPGS,CA,"	95682",961911,0,2019,"$4,854.06 "
1999004503,191004173,143682,PALO VERDE UNIF SCHOOL DIST,School District,295 N 1ST STREET,BLYTHE,CA,"	92225",,,2019,"$86,274.72 "
1999004522,191004185,144603,POLLOCK PINES SCHOOL DISTRICT,School District,2701 AMBER  TRAIL,POLLOCK PINES,CA,"	95726",961960,0,2019,"$36,036.38 "
1999004562,191004202,102684,WOODCREST SCHOOL ,School District,6043 TAMPA AVE,TARZANA,CA,"	91356",,,2019,$506.11 
1999004564,191004204,143609,UPLAND UNIF SCHOOL DISTRICT,School District,390 N EUCLID AVE,UPLAND,CA,"	91786",,,2019,"$240,069.41 "
1999004566,191004202,102684,WOODCREST SCHOOL ,School District,6043 TAMPA AVE,TARZANA,CA,"	91356",,,2019,"$2,035.10 "
1999004568,191004202,102684,WOODCREST SCHOOL ,School District,6043 TAMPA AVE,TARZANA,CA,"	91356",,,2019,"$7,657.44 "
1999004570,191004202,102684,WOODCREST SCHOOL ,School District,6043 TAMPA AVE,TARZANA,CA,"	91356",,,2019,$585.36 
1999004573,191004202,102684,WOODCREST SCHOOL ,School District,6043 TAMPA AVE,TARZANA,CA,"	91356",,,2019,"$1,633.10 "
1999004588,191004232,143715,BEAR VALLEY UNIF SCHOOL DIST,School District,42271 MOONRIDGE ROAD,BIG BEAR LAKE,CA,"	92315",,,2019,"$13,952.35 "
1999004607,191004247,143503,LOWELL JOINT  SCHOOL DISTRICT,School District,11019 VALLEY HOME AVE,WHITTIER,CA,"	90603",,,2019,"$53,048.64 "
1999004609,191004252,143509,BUENA PARK SCHOOL DISTRICT,School District,6885 ORANGETHORPE AVE,BUENA PARK,CA,"	90620",,,2019,"$290,167.06 "
1999004616,191004255,143757,VAL VERDE UNIFIED SCHOOL DIST,School District,975 W  MORGAN ST,PERRIS,CA,"	92571",,,2019,$0.00 
1999004624,191004255,143757,VAL VERDE UNIFIED SCHOOL DIST,School District,975 W  MORGAN ST,PERRIS,CA,"	92571",,,2019,$0.00 
1999004628,191004260,144006,EASTSIDE UNION  SCH DIST,School District,45006 30TH STREET EAST,LANCASTER,CA,"	93535",,,2019,"$19,395.00 "
1999004629,191004265,143512,CYPRESS SCHOOL DISTRICT,School District,9470 MOODY ST,CYPRESS,CA,"	90630",,,2019,"$74,858.46 "
1999004663,191004301,143821,MUPU ELEMENTARY SCHOOL DIST,School District,4410 OJAI RD,SANTA PAULA,CA,"	93060",,5.6725E+13,2019,"$22,560.00 "
1999004664,191004303,143584,CENTRAL SCHOOL DISTRICT,School District,10601 CHURCH ST STE 112,RCH CUCAMONGA,CA,"	91730",,,2019,"$95,683.58 "
1999004671,191004291,17000193,Western Christian Schools,School District,3105 Padua Avenue,Claremont,CA,"	91711",,,2019,"$17,669.57 "
1999004678,191004291,17000193,Western Christian Schools,School District,3105 Padua Avenue,Claremont,CA,"	91711",,,2019,"$3,552.14 "
1999004699,191004343,233386,CAMINO NUEVO CHARTER ACADEMY,School District,3435 WEST TEMPLE STREET,LOS ANGELES,CA,"	90026",,,2019,"$32,840.64 "
1999004702,191004343,233386,CAMINO NUEVO CHARTER ACADEMY,School District,3435 WEST TEMPLE STREET,LOS ANGELES,CA,"	90026",,,2019,"$109,769.04 "
1999004709,191004349,144101,SAN ANTONIO UNION ELEM S D,School District,67550 LOCKWOOD-JOLON RD,LOCKWOOD,CA,"	93932",,2.76617E+13,2019,"$14,158.08 "
1999004711,191004308,144031,DOS PALOS ORO LOMA JT UNIF S D,School District,2041 ALMOND ST,DOS PALOS,CA,"	93620",,,2019,"$118,722.56 "
